2018-04-27 00:35:31  [ RMI TCP Connection(41)-127.0.0.1:2790586 ] - [ INFO ]  Closing WebApplicationContext for namespace 'dispatcher-servlet': startup date [Thu Apr 26 23:49:04 CST 2018]; parent: Root WebApplicationContext
2018-04-27 00:35:33  [ RMI TCP Connection(41)-127.0.0.1:2792134 ] - [ INFO ]  Closing Root WebApplicationContext: startup date [Thu Apr 26 23:49:00 CST 2018]; root of context hierarchy
2018-04-27 00:35:36  [ RMI TCP Connection(41)-127.0.0.1:2795390 ] - [ INFO ]  {dataSource-1} closed
2018-04-27 00:36:15  [ RMI TCP Connection(41)-127.0.0.1:0 ] - [ INFO ]  Root WebApplicationContext: initialization started
2018-04-27 00:36:15  [ RMI TCP Connection(41)-127.0.0.1:186 ] - [ INFO ]  Refreshing Root WebApplicationContext: startup date [Fri Apr 27 00:36:15 CST 2018]; root of context hierarchy
2018-04-27 00:36:16  [ RMI TCP Connection(41)-127.0.0.1:419 ] - [ INFO ]  Loading XML bean definitions from class path resource [config/applicationContext.xml]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2194 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\AddressDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2206 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\AdminDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2206 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\CartDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2207 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\CollectGoodsDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2207 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\FilesDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2207 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\GoodsDAO.class]
2018-04-27 00:36:17  [ RMI TCP Connection(41)-127.0.0.1:2208 ] - [ DEBUG ]  Identified candidate component class: file [E:\project\java\school_shop\target\school_shop-1.0-SNAPSHOT\WEB-INF\classes\api\dao\MessageDAO.class]
